Bakery
1	1200	1480	870		1600	5150	4	1[2]	1[2]	1	1:01:20	5%
11	11810	15185	11810	3375	42180	1	1[12]	1[5]	7	14:40:10	392
12	19725	25360	19725	5635	70445	1	1[14]	1[7]	9	23:31:40	525
13	32940	42350	32940	9410	117640	1	1[17]	1[9]	11	37:41:50	693
14	55005	70720	55005	15715	196445	1	1[20]	1[12]	13	60:22:20	889
15	91860	118105	91860	26245	328070	1	2[17]	1[15]	15	96:39:10	1120
16	153405	197240	153405	43830	547880	2	3[16]	1[17]	18	154:41:50	1400
17	256190	329385	256190	73195	914960	2	5[9]	1[20]	22	247:34:20	1820
18	427835	550075	427835	122240	1527985	2	7[0]	2[17]	27	396:10:10	2240
19	714485	918625	714485	204140	2551735	2	12[17]	3[17]	32	633:55:40	2800
20	1193195	1534105	1193195	340915	4261410	2	20[11]	5[13]	38	1014:20:30	3430
21	1992635	2561960	1992635	569325	7116555	2	33[3]	8[9]	46	1623:00:10	4270

Grain Mill
1	500	440	380	1240	2560	3	1[0]	1[2]	1	0:30:40	5%
2	900	790	685	2230	4605	2	1[1]	1[3]	1	1:06:00	10%
3	1620	1425	1230	4020	8295	2	1[2]	1[6]	2	1:59:00	15%
4	2915	2565	2215	7230	14925	2	1[4]	1[8]	2	3:18:30	20%
5	5250	4620	3990	13015	26875	2	1[7]	1[11]	2	5:17:50	25%

Granary
1	80	100	70	20	270	1	1[0]	1[0]	1	0:26:40	1200
2	100	130	90	25	345	1	1[0]	1[0]	1	0:36:00	1700
3	130	165	115	35	445	1	1[0]	1[0]	2	0:46:40	2300
4	170	210	145	40	565	1	1[0]	1[0]	2	0:59:10	3100
5	215	270	190	55	730	1	1[0]	1[0]	2	1:13:40	4000
6	275	345	240	70	930	1	1[0]	1[0]	3	1:30:20	5000
7	350	440	310	90	1190	1	1[0]	1[0]	4	1:49:50	6300
8	450	565	395	115	1525	1	1[0]	1[0]	4	2:12:30	7800
9	575	720	505	145	1945	1	1[0]	1[0]	5	2:38:40	9600
10	740	920	645	185	2490	1	1[1]	1[0]	6	3:09:00	11800
11	945	1180	825	235	3185	2	1[1]	1[0]	7	3:44:10	14400
12	1210	1510	1060	300	4080	2	1[2]	1[0]	9	4:25:10	17600
13	1545	1935	1355	385	5220	2	1[3]	1[0]	11	5:12:30	21400
14	1980	2475	1735	495	6685	2	1[4]	1[0]	13	6:07:30	25900
15	2535	3170	2220	635	8560	2	1[5]	1[0]	15	7:11:20	31300
16	3245	4055	2840	810	10950	2	1[6]	1[1]	18	8:25:20	37900
17	4155	5190	3635	1040	14020	2	1[7]	1[1]	22	9:51:10	45700
18	5315	6645	4650	1330	17940	2	1[8]	1[2]	27	11:30:50	55100
19	6805	8505	5955	1700	22965	2	1[9]	1[2]	32	13:26:20	66400
20	8710	10890	7620	2180	29400	2	1[10]	1[3]	38	15:40:20	80000

Great Granary
1	400	500	350	100	1350	1	1[0]	1[0]	1	1:56:40	3600
2	510	640	450	130	1730	1	1[0]	1[0]	1	2:20:20	5100
3	655	820	575	165	2215	1	1[1]	1[0]	2	2:47:50	6900
4	840	1050	735	210	2835	1	1[1]	1[0]	2	3:19:40	9300
5	1075	1340	940	270	3625	1	1[2]	1[0]	2	3:56:30	12000
6	1375	1720	1205	345	4645	1	1[3]	1[0]	3	4:39:30	15000
7	1760	2200	1540	440	5940	1	1[3]	1[0]	4	5:29:10	18900
8	2250	2815	1970	565	7600	1	1[4]	1[0]	4	6:26:50	23400
9	2880	3605	2520	720	9725	1	1[5]	1[0]	5	7:33:40	28800
10	3690	4610	3230	920	12450	1	1[6]	1[1]	6	8:51:20	35400
11	4720	5905	4130	1180	15935	2	1[7]	1[1]	7	10:21:20	43200
12	6045	7555	5290	1510	20400	2	1[8]	1[2]	9	12:05:40	52800
13	7735	9670	6770	1935	26110	2	1[10]	1[3]	11	14:06:50	64200
14	9905	12380	8665	2475	33425	2	1[11]	1[4]	13	16:27:20	77700
15	12675	15845	11090	3170	42780	2	1[12]	1[5]	15	19:10:10	93900
16	16225	20280	14200	4055	54760	2	1[13]	1[6]	18	22:19:20	113700
17	20770	25960	18175	5190	70095	2	1[15]	1[7]	22	25:58:30	137100
18	26585	33230	23260	6645	89720	2	1[16]	1[8]	27	30:13:00	165300
19	34030	42535	29775	8505	114845	2	1[17]	1[9]	32	35:08:00	199200
20	43555	54445	38110	10890	147000	2	1[18]	1[10]	38	40:50:20	240000

Great Warehouse
1	650	800	450	200	2100	1	1[0]	1[0]	1	2:30:00	3600
2	830	1025	575	255	2685	1	1[1]	1[0]	1	2:59:00	5100
3	1065	1310	735	330	3440	1	1[2]	1[0]	2	3:32:40	6900
4	1365	1680	945	420	4410	1	1[2]	1[0]	2	4:11:40	9300
5	1745	2145	1210	535	5635	1	1[3]	1[0]	2	4:57:00	12000
6	2235	2750	1545	685	7215	1	1[4]	1[0]	3	5:49:30	15000
7	2860	3520	1980	880	9240	1	1[5]	1[1]	4	6:50:20	18900
8	3660	4505	2535	1125	11825	1	1[6]	1[1]	4	8:01:00	23400
9	4685	5765	3245	1440	15135	1	1[7]	1[2]	5	9:23:00	28800
10	5995	7380	4150	1845	19370	1	1[8]	1[3]	6	10:58:00	35400
11	7675	9445	5315	2360	24795	2	1[9]	1[4]	7	12:48:20	43200
12	9825	12090	6800	3020	31735	2	1[11]	1[4]	9	14:56:20	52800
13	12575	15475	8705	3870	40625	2	1[12]	1[5]	11	17:24:40	64200
14	16095	19805	11140	4950	51990	2	1[13]	1[6]	13	20:16:50	77700
15	20600	25355	14260	6340	66555	2	1[14]	1[8]	15	23:36:30	93900
16	26365	32450	18255	8115	85185	2	1[16]	1[9]	18	27:28:10	113700
17	33750	41540	23365	10385	109040	2	1[17]	1[10]	22	31:56:50	137100
18	43200	53170	29910	13290	139570	2	1[18]	1[11]	27	37:08:30	165300
19	55295	68055	38280	17015	178645	2	1[20]	1[12]	32	43:10:00	199200
20	70780	87110	49000	21780	228670	2	2[8]	1[14]	38	50:09:30	240000

Iron Foundry
1	200	450	510	120	1280	6	1[0]	1[0]	1	1:08:00	5%
2	360	810	920	215	2305	3	1[1]	1[0]	1	2:02:00	10%
3	650	1460	1650	390	4150	3	1[2]	1[0]	2	3:23:00	15%
4	1165	2625	2975	700	7465	3	1[4]	1[0]	2	5:24:30	20%
5	2100	4725	5355	1260	13440	3	1[7]	1[2]	2	8:26:50	25%

Iron Mine
1	100	80	30	60	270	3	1[0]	1[0]	1	0:07:30	7
2	165	135	50	100	450	2	1[0]	1[0]	1	0:15:20	13
3	280	225	85	165	755	2	1[0]	1[0]	2	0:27:50	21
4	465	375	140	280	1260	2	1[0]	1[0]	2	0:48:00	31
5	780	620	235	465	2100	2	1[0]	1[0]	2	1:20:00	46
6	1300	1040	390	780	3510	2	1[2]	1[0]	3	2:11:20	70
7	2170	1735	650	1300	5855	2	1[3]	1[2]	4	3:33:30	98
8	3625	2900	1085	2175	9785	2	1[5]	1[3]	4	5:44:50	140
9	6050	4840	1815	3630	16335	2	1[7]	1[5]	5	9:15:10	203
10	10105	8080	3030	6060	27275	2	1[10]	1[7]	6	14:51:40	280
11	16870	13500	5060	10125	45555	3	1[12]	1[10]	7	23:50:00	392
12	28175	22540	8455	16905	76075	3	1[15]	1[12]	9	38:11:10	525
13	47055	37645	14115	28230	127045	3	1[18]	1[15]	11	61:09:20	693
14	78580	62865	23575	47150	212170	3	1[20]	1[18]	13	97:54:10	889
15	131230	104985	39370	78740	354325	3	2[18]	1[20]	15	156:42:00	1120
16	219155	175320	65745	131490	591710	3	3[19]	2[18]	18	250:46:30	1400
17	365985	292790	109795	219590	988160	3	5[18]	3[19]	22	401:17:40	1820
18	611195	488955	183360	366715	1650225	3	8[18]	5[18]	27	642:07:40	2240
19	1020695	816555	306210	612420	2755880	3	13[19]	8[18]	32	1027:27:30	2800
20	1704565	1363650	511370	1022740	4602325	3	22[14]	13[19]	38	1643:59:30	3430

Sawmill
1	520	380	290	90	1280	4	1[0]	1[0]	1	0:50:00	5%
2	935	685	520	160	2300	2	1[1]	1[0]	1	1:35:00	10%
3	1685	1230	940	290	4145	2	1[2]	1[0]	2	2:42:30	15%
4	3035	2215	1690	525	7465	2	1[4]	1[0]	2	4:23:50	20%
5	5460	3990	3045	945	13440	2	1[7]	1[1]	2	6:55:40	25%

Warehouse
1	130	160	90	40	420	1	1[0]	1[0]	1	0:33:20	1200
2	165	205	115	50	535	1	1[0]	1[0]	1	0:43:40	1700
3	215	260	145	65	685	1	1[0]	1[0]	2	0:55:40	2300
4	275	335	190	85	885	1	1[0]	1[0]	2	1:09:30	3100
5	350	430	240	105	1125	1	1[0]	1[0]	2	1:25:40	4000
6	445	550	310	135	1440	1	1[0]	1[0]	3	1:44:20	5000
7	570	705	395	175	1845	1	1[0]	1[0]	4	2:06:10	6300
8	730	900	505	225	2360	1	1[1]	1[0]	4	2:31:20	7800
9	935	1155	650	290	3030	1	1[1]	1[0]	5	3:00:30	9600
10	1200	1475	830	370	3875	1	1[2]	1[0]	6	3:34:20	11800
11	1535	1890	1065	470	4960	2	1[3]	1[0]	7	4:13:40	14400
12	1965	2420	1360	605	6350	2	1[4]	1[0]	9	4:59:10	17600
13	2515	3095	1740	775	8125	2	1[4]	1[0]	11	5:52:10	21400
14	3220	3960	2230	990	10400	2	1[5]	1[1]	13	6:53:30	25900
15	4120	5070	2850	1270	13310	2	1[7]	1[2]	15	8:04:40	31300
16	5275	6490	3650	1625	17040	2	1[8]	1[2]	18	9:27:10	37900
17	6750	8310	4675	2075	21810	2	1[9]	1[3]	22	11:02:50	45700
18	8640	10635	5980	2660	27915	2	1[10]	1[4]	27	12:54:00	55100
19	11060	13610	7655	3405	35730	2	1[11]	1[5]	32	15:02:50	66400
20	14155	17420	9800	4355	45730	2	1[12]	1[6]	38	17:32:10	80000

Waterworks
1	910	945	910	340	3105	1	1[1]	1[0]	2	0:33:20	5%
2	1190	1240	1190	445	4065	1	1[2]	1[0]	3	0:43:40	10%
3	1560	1620	1560	585	5325	1	1[2]	1[0]	3	0:55:40	15%
4	2045	2125	2045	765	6980	1	1[3]	1[0]	4	1:09:30	20%
5	2680	2785	2680	1000	9145	1	1[4]	1[1]	5	1:25:40	25%
6	3510	3645	3510	1310	11975	1	1[5]	1[2]	6	1:44:20	30%
7	4600	4775	4600	1720	15695	1	1[6]	1[3]	7	2:06:10	35%
8	6025	6255	6025	2250	20555	1	1[7]	1[3]	9	2:31:20	40%
9	7890	8195	7890	2950	26925	1	1[9]	1[4]	10	3:00:30	45%
10	10340	10735	10340	3865	35280	1	1[10]	1[5]	12	3:34:20	50%
11	13545	14065	13545	5060	46215	2	1[11]	1[7]	15	4:13:40	55%
12	17745	18425	17745	6630	60545	2	1[13]	1[8]	18	4:59:10	60%
13	23245	24135	23245	8685	79310	2	1[14]	1[9]	21	5:52:10	65%
14	30450	31620	30450	11375	103895	2	1[16]	1[10]	26	6:53:30	70%
15	39890	41420	39890	14905	136105	2	1[17]	1[12]	31	8:04:40	75%
16	52255	54265	52255	19525	178300	2	1[18]	1[13]	37	9:27:10	80%
17	68450	71085	68450	25575	233560	2	1[20]	1[14]	44	11:02:50	85%
18	89670	93120	89670	33505	305965	2	2[11]	1[16]	53	12:54:00	90%
19	117470	121985	117470	43890	400815	2	2[17]	1[17]	64	15:02:50	95%
20	153885	159805	153885	57495	525070	2	2[0]	1[19]	77	17:32:10	100%

Woodcutter
1	40	100	50	60	250	2	1[0]	1[0]	1	0:04:20	7
2	65	165	85	100	415	1	1[0]	1[0]	1	0:10:20	13
3	110	280	140	165	695	1	1[0]	1[0]	2	0:19:50	21
4	185	465	235	280	1165	1	1[0]	1[0]	2	0:35:00	31
5	310	780	390	465	1945	1	1[0]	1[0]	2	0:59:20	46
6	520	1300	650	780	3250	2	1[2]	1[0]	3	1:38:10	70
7	870	2170	1085	1300	5425	2	1[3]	1[2]	4	2:40:20	98
8	1450	3625	1810	2175	9060	2	1[5]	1[3]	4	4:19:50	140
9	2420	6050	3025	3630	15125	2	1[7]	1[5]	5	6:59:10	203
10	4040	10105	5050	6060	25255	2	1[10]	1[7]	6	11:14:00	280
11	6750	16870	8435	10125	42180	2	1[12]	1[10]	7	18:01:40	392
12	11270	28175	14090	16905	70440	2	1[15]	1[12]	9	28:54:10	525
13	18820	47055	23525	28230	117630	2	1[18]	1[15]	11	46:18:00	693
14	31430	78580	39290	47150	196450	2	1[20]	1[18]	13	74:08:00	889
15	52490	131230	65615	78740	328075	2	2[18]	1[20]	15	118:40:10	1120
16	87660	219155	109575	131490	547880	3	3[19]	2[18]	18	189:55:30	1400
17	146395	365985	182995	219590	914965	3	5[18]	3[19]	22	303:56:10	1820
18	244480	611195	305600	366715	1527990	3	8[18]	5[18]	27	486:21:20	2240
19	408280	1020695	510350	612420	2551745	3	13[19]	8[18]	32	778:13:20	2800
20	681825	1704565	852280	1022740	4261410	3	22[14]	13[19]	38	1245:12:50	3430

Academy
1	220	160	90	40	510	4	1[0]	1[0]	5	0:33:20	
2	280	205	115	50	650	2	1[0]	1[0]	6	0:43:40	
3	360	260	145	65	830	2	1[0]	1[0]	7	0:55:40	
4	460	335	190	85	1070	2	1[0]	1[0]	8	1:09:30	
5	590	430	240	105	1365	2	1[0]	1[0]	10	1:25:40	
6	755	550	310	135	1750	3	1[0]	1[0]	12	1:44:20	
7	970	705	395	175	2245	3	1[1]	1[0]	14	2:06:10	
8	1240	900	505	225	2870	3	1[2]	1[0]	17	2:31:20	
9	1585	1155	650	290	3680	3	1[2]	1[0]	21	3:00:30	
10	2030	1475	830	370	4705	3	1[3]	1[0]	25	3:34:20	
11	2595	1890	1065	470	6020	3	1[4]	1[0]	30	4:13:40	
12	3325	2420	1360	605	7710	3	1[5]	1[0]	36	4:59:10	
13	4255	3095	1740	775	9865	3	1[6]	1[0]	43	5:52:10	
14	5445	3960	2230	990	12625	3	1[7]	1[1]	51	6:53:30	
15	6970	5070	2850	1270	16160	3	1[8]	1[2]	62	8:04:40	
16	8925	6490	3650	1625	20690	4	1[9]	1[2]	74	9:27:10	
17	11425	8310	4675	2075	26485	4	1[10]	1[3]	89	11:02:50	
18	14620	10635	5980	2660	33895	4	1[12]	1[4]	106	12:54:00	
19	18715	13610	7655	3405	43385	4	1[13]	1[5]	128	15:02:50	
20	23955	17420	9800	4355	55530	4	1[14]	1[6]	153	17:32:10

Smithy
1	180	250	500	160	1090	4	1[0]	1[0]	2	0:33:20	1
2	230	320	640	205	1395	2	1[0]	1[0]	3	0:43:40	2
3	295	410	820	260	1785	2	1[1]	1[0]	3	0:55:40	3
4	375	525	1050	335	2285	2	1[1]	1[0]	4	1:09:30	4
5	485	670	1340	430	2925	2	1[2]	1[0]	5	1:25:40	5
6	620	860	1720	550	3750	3	1[3]	1[0]	6	1:44:20	6
7	790	1100	2200	705	4795	3	1[3]	1[0]	7	2:06:10	7
8	1015	1405	2815	900	6135	3	1[4]	1[1]	9	2:31:20	8
9	1295	1800	3605	1155	7855	3	1[5]	1[1]	10	3:00:30	9
10	1660	2305	4610	1475	10050	3	1[6]	1[2]	12	3:34:20	10
11	2125	2950	5905	1890	12870	3	1[7]	1[3]	15	4:13:40	11
12	2720	3780	7555	2420	16475	3	1[8]	1[4]	18	4:59:10	12
13	3480	4835	9670	3095	21080	3	1[10]	1[4]	21	5:52:10	13
14	4455	6190	12380	3960	26985	3	1[11]	1[5]	26	6:53:30	14
15	5705	7925	15845	5070	34545	3	1[12]	1[7]	31	8:04:40	15
16	7300	10140	20280	6490	44210	4	1[13]	1[8]	37	9:27:10	16
17	9345	12980	25960	8310	56595	4	1[15]	1[9]	44	11:02:50	17
18	11965	16615	33230	10635	72445	4	1[16]	1[10]	53	12:54:00	18
19	15315	21270	42535	13610	92730	4	1[17]	1[11]	64	15:02:50	19
20	19600	27225	54445	17420	118690	4	1[18]	1[12]	77	17:32:10	20

Barracks
1	210	140	260	120	730	4	1[0]	1[0]	1	0:33:20	1.0x
2	270	180	335	155	940	2	1[0]	1[0]	1	0:43:40	1.1x
3	345	230	425	195	1195	2	1[0]	1[0]	2	0:55:40	1.2x
4	440	295	545	250	1530	2	1[0]	1[0]	2	1:09:30	1.4x
5	565	375	700	320	1960	2	1[0]	1[0]	2	1:25:40	1.5x
6	720	480	895	410	2505	3	1[1]	1[0]	3	1:44:20	1.7x
7	925	615	1145	530	3215	3	1[1]	1[0]	4	2:06:10	1.9x
8	1180	790	1465	675	4110	3	1[2]	1[0]	4	2:31:20	2.1x
9	1515	1010	1875	865	5265	3	1[3]	1[1]	5	3:00:30	2.3x
10	1935	1290	2400	1105	6730	3	1[4]	1[1]	6	3:34:20	2.6x
11	2480	1655	3070	1415	8620	3	1[4]	1[2]	7	4:13:40	2.9x
12	3175	2115	3930	1815	11035	3	1[5]	1[3]	9	4:59:10	3.2x
13	4060	2710	5030	2320	14120	3	1[7]	1[4]	11	5:52:10	3.5x
14	5200	3465	6435	2970	18070	3	1[8]	1[4]	13	6:53:30	3.9x
15	6655	4435	8240	3805	23135	3	1[9]	1[5]	15	8:04:40	4.4x
16	8520	5680	10545	4870	29615	4	1[10]	1[6]	18	9:27:10	4.9x
17	10905	7270	13500	6230	37905	4	1[11]	1[7]	22	11:02:50	5.4x
18	13955	9305	17280	7975	48515	4	1[12]	1[9]	27	12:54:00	6.0x
19	17865	11910	22120	10210	62105	4	1[14]	1[10]	32	15:02:50	6.7x
20	22865	15245	28310	13065	79485	4	1[15]	1[11]	38	17:32:10	7.4x

City Wall
1	70	90	170	70	400	0	1[0]	1[0]	1	0:33:20	+10, +3.0%
2	90	115	220	90	515	0	1[0]	1[0]	1	0:43:40	+20, +6.1%
3	115	145	280	115	655	0	1[0]	1[0]	2	0:55:40	+30, +9.3%
4	145	190	355	145	835	0	1[0]	1[0]	2	1:09:30	+40, +12.6%
5	190	240	455	190	1075	0	1[0]	1[0]	2	1:25:40	+50, +15.9%
6	240	310	585	240	1375	1	1[0]	1[0]	3	1:44:20	+60, +19.4%
7	310	395	750	310	1765	1	1[0]	1[0]	4	2:06:10	+70, +23.0%
8	395	505	955	395	2250	1	1[1]	1[0]	4	2:31:20	+80, +26.7%
9	505	650	1225	505	2885	1	1[2]	1[0]	5	3:00:30	+90, +30.5%
10	645	830	1570	645	3690	1	1[2]	1[0]	6	3:34:20	+100, +34.4%
11	825	1065	2005	825	4720	1	1[3]	1[1]	7	4:13:40	+110, +38.4%
12	1060	1360	2570	1060	6050	1	1[4]	1[1]	9	4:59:10	+120, +42.6%
13	1355	1740	3290	1355	7740	1	1[5]	1[2]	11	5:52:10	+130, +46.9%
14	1735	2230	4210	1735	9910	1	1[6]	1[3]	13	6:53:30	+140, +51.3%
15	2220	2850	5390	2220	12680	1	1[7]	1[3]	15	8:04:40	+150, +55.8%
16	2840	3650	6895	2840	16225	2	1[8]	1[4]	18	9:27:10	+160, +60.5%
17	3635	4675	8825	3635	20770	2	1[9]	1[5]	22	11:02:50	+170, +65.3%
18	4650	5980	11300	4650	26580	2	1[10]	1[6]	27	12:54:00	+180, +70.2%
19	5955	7655	14460	5955	34025	2	1[12]	1[7]	32	15:02:50	+190, +75.4%
20	7620	9800	18510	7620	43550	2	1[13]	1[8]	38	17:32:10	+200, +80.6%

Earth Wall
1	120	200	0	80	400	0	1[0]	1[0]	1	0:33:20	+6, +2.0%
2	155	255	0	100	510	0	1[0]	1[0]	1	0:43:40	+12, +4.0%
3	195	330	0	130	655	0	1[0]	1[0]	2	0:55:40	+18, +6.1%
4	250	420	0	170	840	0	1[0]	1[0]	2	1:09:30	+24, +8.2%
5	320	535	0	215	1070	0	1[0]	1[0]	2	1:25:40	+30, +10.4%
6	410	685	0	275	1370	1	1[0]	1[0]	3	1:44:20	+36, +12.6%
7	530	880	0	350	1760	1	1[1]	1[0]	4	2:06:10	+42, +14.9%
8	675	1125	0	450	2250	1	1[1]	1[0]	4	2:31:20	+48, +17.2%
9	865	1440	0	575	2880	1	1[2]	1[0]	5	3:00:30	+54, +19.5%
10	1105	1845	0	740	3690	1	1[3]	1[0]	6	3:34:20	+60, +21.9%
11	1415	2360	0	945	4720	1	1[4]	1[1]	7	4:13:40	+66, +24.3%
12	1815	3020	0	1210	6045	1	1[4]	1[2]	9	4:59:10	+72, +26.8%
13	2320	3870	0	1545	7735	1	1[5]	1[2]	11	5:52:10	+78, +29.4%
14	2970	4950	0	1980	9900	1	1[6]	1[3]	13	6:53:30	+84, +31.9%
15	3805	6340	0	2535	12680	1	1[8]	1[4]	15	8:04:40	+90, +34.6%
16	4870	8115	0	3245	16230	2	1[9]	1[5]	18	9:27:10	+96, +37.3%
17	6230	10385	0	4155	20770	2	1[10]	1[6]	22	11:02:50	+102, +40.0%
18	7975	13290	0	5315	26580	2	1[11]	1[7]	27	12:54:00	+108, +42.8%
19	10210	17015	0	6805	34030	2	1[12]	1[8]	32	15:02:50	+114, +45.7%
20	13065	21780	0	8710	43555	2	1[14]	1[9]	38	17:32:10	+120, +48.6%

Great Barracks
1	630	420	780	360	2190	4	1[0]	1[0]	1	0:33:20	1.0x
2	805	540	1000	460	2805	2	1[1]	1[0]	1	0:43:40	1.1x
3	1030	690	1280	590	3590	2	1[2]	1[0]	2	0:55:40	1.2x
4	1320	880	1635	755	4590	2	1[2]	1[0]	2	1:09:30	1.4x
5	1690	1125	2095	965	5875	2	1[3]	1[1]	2	1:25:40	1.5x
6	2165	1445	2680	1235	7525	3	1[4]	1[2]	3	1:44:20	1.7x
7	2770	1845	3430	1585	9630	3	1[5]	1[2]	4	2:06:10	1.9x
8	3545	2365	4390	2025	12325	3	1[6]	1[3]	4	2:31:20	2.1x
9	4540	3025	5620	2595	15780	3	1[7]	1[4]	5	3:00:30	2.3x
10	5810	3875	7195	3320	20200	3	1[8]	1[5]	6	3:34:20	2.6x
11	7440	4960	9210	4250	25860	3	1[9]	1[6]	7	4:13:40	2.9x
12	9520	6345	11785	5440	33090	3	1[10]	1[7]	9	4:59:10	3.2x
13	12185	8125	15085	6965	42360	3	1[12]	1[8]	11	5:52:10	3.5x
14	15600	10400	19310	8915	54225	3	1[13]	1[9]	13	6:53:30	3.9x
15	19965	13310	24720	11410	69405	3	1[14]	1[10]	15	8:04:40	4.4x
16	25555	17035	31640	14605	88835	4	1[16]	1[12]	18	9:27:10	4.9x
17	32710	21810	40500	18690	113710	4	1[17]	1[13]	22	11:02:50	5.4x
18	41870	27915	51840	23925	145550	4	1[18]	1[14]	27	12:54:00	6.0x
19	53595	35730	66355	30625	186305	4	1[19]	1[15]	32	15:02:50	6.7x
20	68600	45735	84935	39200	238470	4	2[6]	1[17]	38	17:32:10	7.4x

Great Stable
1	780	420	660	300	2160	5	1[0]	1[0]	2	0:36:40	1.0x
2	1000	540	845	385	2770	3	1[1]	1[0]	3	0:47:30	1.1x
3	1280	690	1080	490	3540	3	1[2]	1[0]	3	1:00:10	1.2x
4	1635	880	1385	630	4530	3	1[2]	1[0]	4	1:14:50	1.4x
5	2095	1125	1770	805	5795	3	1[3]	1[1]	5	1:31:40	1.5x
6	2680	1445	2270	1030	7425	3	1[4]	1[1]	6	1:51:20	1.7x
7	3430	1845	2905	1320	9500	3	1[5]	1[2]	7	2:14:10	1.9x
8	4390	2365	3715	1690	12160	3	1[6]	1[2]	9	2:40:40	2.1x
9	5620	3025	4755	2160	15560	3	1[7]	1[3]	10	3:11:20	2.3x
10	7195	3875	6085	2765	19920	3	1[8]	1[4]	12	3:47:00	2.6x
11	9210	4960	7790	3540	25500	4	1[9]	1[5]	15	4:28:20	2.9x
12	11785	6345	9975	4535	32640	4	1[10]	1[6]	18	5:16:20	3.2x
13	15085	8125	12765	5805	41780	4	1[12]	1[7]	21	6:11:50	3.5x
14	19310	10400	16340	7430	53480	4	1[13]	1[8]	26	7:16:20	3.9x
15	24720	13310	20915	9505	68450	4	1[14]	1[9]	31	8:31:10	4.4x
16	31640	17035	26775	12170	87620	4	1[16]	1[11]	37	9:58:00	4.9x
17	40500	21810	34270	15575	112155	4	1[17]	1[12]	44	11:38:40	5.4x
18	51840	27915	43865	19940	143560	4	1[18]	1[13]	53	13:35:30	6.0x
19	66355	35730	56145	25520	183750	4	1[19]	1[14]	64	15:51:00	6.7x
20	84935	45735	71870	32665	235205	4	2[6]	1[16]	77	18:28:10	7.4x

Hero's Mansion
1	700	670	700	240	2310	2	1[0]	1[0]	1	0:38:20	0
2	930	890	930	320	3070	1	1[1]	1[0]	1	0:44:30	0
3	1240	1185	1240	425	4090	1	1[2]	1[0]	2	0:51:30	0
